id,Birth City,Birth State,Year Start,Latitude (generated),Longitude (generated),Birth County
1852,Chicago,Illinois,2012,41.8756,-87.6244,Cook
1853,Chicago,Illinois,2011,41.8756,-87.6244,Cook
1854,Chicago,Illinois,2010,41.8756,-87.6244,Cook
1855,Chicago,Illinois,2009,41.8756,-87.6244,Cook
1856,Chicago,Illinois,2008,41.8756,-87.6244,Cook
1857,Chicago,Illinois,2007,41.8756,-87.6244,Cook
1858,Chicago,Illinois,2006,41.8756,-87.6244,Cook
1859,Chicago,Illinois,2005,41.8756,-87.6244,Cook
1860,Chicago,Illinois,2004,41.8756,-87.6244,Cook
1861,Chicago,Illinois,2003,41.8756,-87.6244,Cook
1862,Chicago,Illinois,2002,41.8756,-87.6244,Cook
1863,Chicago,Illinois,2001,41.8756,-87.6244,Cook
1864,Chicago,Illinois,1999,41.8756,-87.6244,Cook
1865,Chicago,Illinois,1998,41.8756,-87.6244,Cook
1866,Chicago,Illinois,1997,41.8756,-87.6244,Cook
1867,Chicago,Illinois,1996,41.8756,-87.6244,Cook
1868,Chicago,Illinois,1995,41.8756,-87.6244,Cook
1869,Chicago,Illinois,1994,41.8756,-87.6244,Cook
1870,Chicago,Illinois,1993,41.8756,-87.6244,Cook
1871,Chicago,Illinois,1991,41.8756,-87.6244,Cook
1872,Chicago,Illinois,1990,41.8756,-87.6244,Cook
1873,Chicago,Illinois,1989,41.8756,-87.6244,Cook
1874,Chicago,Illinois,1988,41.8756,-87.6244,Cook
1875,Chicago,Illinois,1986,41.8756,-87.6244,Cook
1876,Chicago,Illinois,1985,41.8756,-87.6244,Cook
1877,Chicago,Illinois,1984,41.8756,-87.6244,Cook
1878,Chicago,Illinois,1983,41.8756,-87.6244,Cook
1879,Chicago,Illinois,1982,41.8756,-87.6244,Cook
1880,Chicago,Illinois,1981,41.8756,-87.6244,Cook
1881,Chicago,Illinois,1979,41.8756,-87.6244,Cook
1882,Chicago,Illinois,1978,41.8756,-87.6244,Cook
1883,Chicago,Illinois,1977,41.8756,-87.6244,Cook
1884,Chicago,Illinois,1976,41.8756,-87.6244,Cook
1885,Chicago,Illinois,1975,41.8756,-87.6244,Cook
1886,Chicago,Illinois,1973,41.8756,-87.6244,Cook
1887,Chicago,Illinois,1967,41.8756,-87.6244,Cook
1888,Chicago,Illinois,1965,41.8756,-87.6244,Cook
1889,Chicago,Illinois,1962,41.8756,-87.6244,Cook
1890,Chicago,Illinois,1960,41.8756,-87.6244,Cook
1891,Chicago,Illinois,1958,41.8756,-87.6244,Cook
1892,Chicago,Illinois,1957,41.8756,-87.6244,Cook
1893,Chicago,Illinois,1955,41.8756,-87.6244,Cook
1894,Chicago,Illinois,1954,41.8756,-87.6244,Cook
1895,Chicago,Illinois,1951,41.8756,-87.6244,Cook
1896,Chicago,Illinois,1950,41.8756,-87.6244,Cook
1897,Chicago,Illinois,1949,41.8756,-87.6244,Cook
1898,Chicago,Illinois,1948,41.8756,-87.6244,Cook
1899,Chicago,Illinois,,41.8756,-87.6244,Cook
1900,Charleston,Illinois,1971,39.4961,-88.1762,Coles
1901,Centralia,Illinois,1950,38.525,-89.1334,Marion
1902,Carbondale,Illinois,2012,37.7275,-89.2167,Jackson
1903,Carbondale,Illinois,1998,37.7275,-89.2167,Jackson
1904,Campbell Hill,Illinois,1959,37.9301,-89.549,Jackson
1905,Cairo,Illinois,1999,37.0058,-89.1772,Alexander
1906,Brooklyn,Illinois,1989,38.6586617,-90.1659431,St. Clair
1907,Bellwood,Illinois,2014,41.8814,-87.8831,Cook
1908,Belleville,Illinois,2001,38.5201,-89.984,St. Clair
1909,Belleville,Illinois,1990,38.5201,-89.984,St. Clair
1910,Batavia,Illinois,,41.85,-88.3126,Kane
1911,Aurora,Illinois,1990,41.7606,-88.3201,Kane
1912,Arlington Heights,Illinois,1979,42.0813,-87.9801,Cook
1913,Pocatello,Idaho,1985,42.8689,-112.4401,Bannock
1914,Pocatello,Idaho,,42.8689,-112.4401,Bannock
1915,Coeur d'Alene,Idaho,2004,47.6777,-116.7805,Kootenai
1916,Arco,Idaho,1949,43.6353,-113.3,Butte
1917,American Falls,Idaho,1982,42.786,-112.8544,Power
1918,Maui,Hawaii,1991,20.7983626,-156.3319253,Maui
1919,Hilo,Hawaii,1948,19.7068,-155.0814,Hawaii
1920,Villa Rica,Georgia,2013,33.7321,-84.9191,Carroll
1921,Valdosta,Georgia,1982,30.8327,-83.2785,Lowndes
1922,Twiggs,Georgia,1993,32.68356,-83.4643551,Twiggs
1923,Twiggs,Georgia,,32.68356,-83.4643551,Twiggs
1924,Toccoa,Georgia,1992,34.5774,-83.3329,Stephens
1925,Thomson,Georgia,2000,33.4707,-82.5046,McDuffie
1926,Thomasville,Georgia,1995,30.8366,-83.9788,Thomas
1927,Thomaston,Georgia,2014,32.8882,-84.3266,Upson
1928,Thomaston,Georgia,1984,32.8882,-84.3266,Upson
1929,Talbottom,Georgia,1973,32.6776372,-84.5393664,Talbot
1930,Stone Mountain,Georgia,2013,33.8081,-84.1706,DeKalb
1931,Stone Mountain,Georgia,,33.8081,-84.1706,DeKalb
1932,Sparta,Georgia,1970,33.2757,-82.9763,Hancock
1933,Shellman,Georgia,2001,31.7563,-84.6152,Randolph
1934,Savannah,Georgia,2017,32.0835,-81.0998,Chatham
1935,Savannah,Georgia,2016,32.0835,-81.0998,Chatham
1936,Savannah,Georgia,2013,32.0835,-81.0998,Chatham
1937,Savannah,Georgia,1990,32.0835,-81.0998,Chatham
1938,Savannah,Georgia,1950,32.0835,-81.0998,Chatham
1939,Sandersville,Georgia,1995,32.9833,-82.8116,Washington
1940,Sandersville,Georgia,1981,32.9833,-82.8116,Washington
1941,Roswell,Georgia,2014,34.0233,-84.36,Fulton
1942,Rome,Georgia,1978,34.257,-85.1647,Floyd
1943,Roberta,Georgia,1987,32.722,-84.0131,Crawford
1944,Roberta,Georgia,,32.722,-84.0131,Crawford
1945,Perry,Georgia,2008,32.4587,-83.732,Houston
1946,Norcross,Georgia,2010,33.9412,-84.2135,Gwinnett
1947,Newman,Georgia,1986,33.3806716,-84.7996573,Coweta
1948,Newman,Georgia,,33.3806716,-84.7996573,Coweta
1949,Moultrie,Georgia,1978,31.1812,-83.7879,Colquitt
1950,Milan,Georgia,1979,32.0174,-83.0626,Telfair
1951,Marietta,Georgia,2000,33.9528,-84.5496,Cobb
1952,Marietta,Georgia,1999,33.9528,-84.5496,Cobb
1953,Marietta,Georgia,1997,33.9528,-84.5496,Cobb
1954,Marietta,Georgia,1987,33.9528,-84.5496,Cobb
1955,Marietta,Georgia,1984,33.9528,-84.5496,Cobb
1956,Macon,Georgia,1995,32.8407,-83.6324,Bibb
1957,Macon,Georgia,1981,32.8407,-83.6324,Bibb
1958,Macon,Georgia,1978,32.8407,-83.6324,Bibb
1959,Macon,Georgia,1972,32.8407,-83.6324,Bibb
1960,Macon,Georgia,1950,32.8407,-83.6324,Bibb
1961,Lithonia,Georgia,2009,33.7123,-84.1052,DeKalb
1962,Jonesboro,Georgia,2010,33.5215,-84.3538,Clayton
1963,Hogansville,Georgia,1971,33.1732,-84.9149,Troup
1964,Gray,Georgia,1982,33.0096,-83.5338,Jones
1965,Gainesville,Georgia,2012,34.2979,-83.8241,Hall
1966,Fitzgerald,Georgia,1969,31.7149,-83.2527,Ben Hill
1967,Elberton,Georgia,1984,34.1112,-82.8671,Elbert
1968,East Point,Georgia,2002,33.6796,-84.4394,Fulton
1969,Dublin,Georgia,1980,32.5404,-82.9038,Laurens
1970,Dalton,Georgia,2008,34.7692,-84.9702,Whitfield
1971,Columbus,Georgia,2006,32.461,-84.9877,Muscogee
1972,Columbus,Georgia,1997,32.461,-84.9877,Muscogee
1973,Columbus,Georgia,1990,32.461,-84.9877,Muscogee
1974,Columbus,Georgia,1976,32.461,-84.9877,Muscogee
1975,Columbus,Georgia,1971,32.461,-84.9877,Muscogee
1976,College Park,Georgia,2011,33.6534,-84.4494,Fulton
1977,Carrollton,Georgia,1992,33.5801,-85.0766,Carroll
1978,Canton,Georgia,2012,34.2368,-84.4908,Cherokee
1979,Canton,Georgia,1971,34.2368,-84.4908,Cherokee
1980,Canton,Georgia,,34.2368,-84.4908,Cherokee
1981,Brunswick,Georgia,1995,31.15,-81.4915,Glynn
1982,Baxley,Georgia,1996,31.7783,-82.3485,Appling
1983,Bainbridge,Georgia,1970,30.89,-84.57,Decatur
1984,Augusta,Georgia,2011,33.471,-81.9748,Richmond
1985,Augusta,Georgia,2000,33.471,-81.9748,Richmond
1986,Augusta,Georgia,1998,33.471,-81.9748,Richmond
1987,Augusta,Georgia,1990,33.471,-81.9748,Richmond
1988,Augusta,Georgia,1989,33.471,-81.9748,Richmond
1989,Augusta,Georgia,1988,33.471,-81.9748,Richmond
1990,Augusta,Georgia,1974,33.471,-81.9748,Richmond
1991,Atlanta,Georgia,2017,33.7491,-84.3902,Fulton
1992,Atlanta,Georgia,2015,33.7491,-84.3902,Fulton
1993,Atlanta,Georgia,2013,33.7491,-84.3902,Fulton
1994,Atlanta,Georgia,2012,33.7491,-84.3902,Fulton
1995,Atlanta,Georgia,2011,33.7491,-84.3902,Fulton
1996,Atlanta,Georgia,2010,33.7491,-84.3902,Fulton
1997,Atlanta,Georgia,2008,33.7491,-84.3902,Fulton
1998,Atlanta,Georgia,2005,33.7491,-84.3902,Fulton
1999,Atlanta,Georgia,2004,33.7491,-84.3902,Fulton
2000,Atlanta,Georgia,2002,33.7491,-84.3902,Fulton
2001,Atlanta,Georgia,2001,33.7491,-84.3902,Fulton
2002,Atlanta,Georgia,2000,33.7491,-84.3902,Fulton
2003,Atlanta,Georgia,1999,33.7491,-84.3902,Fulton
2004,Atlanta,Georgia,1998,33.7491,-84.3902,Fulton
2005,Atlanta,Georgia,1997,33.7491,-84.3902,Fulton
2006,Atlanta,Georgia,1995,33.7491,-84.3902,Fulton
2007,Atlanta,Georgia,1994,33.7491,-84.3902,Fulton
2008,Atlanta,Georgia,1993,33.7491,-84.3902,Fulton
2009,Atlanta,Georgia,1990,33.7491,-84.3902,Fulton
2010,Atlanta,Georgia,1989,33.7491,-84.3902,Fulton
2011,Atlanta,Georgia,1986,33.7491,-84.3902,Fulton
2012,Atlanta,Georgia,1984,33.7491,-84.3902,Fulton
2013,Atlanta,Georgia,1981,33.7491,-84.3902,Fulton
2014,Atlanta,Georgia,1979,33.7491,-84.3902,Fulton
2015,Atlanta,Georgia,1978,33.7491,-84.3902,Fulton
2016,Atlanta,Georgia,1971,33.7491,-84.3902,Fulton
2017,Atlanta,Georgia,1968,33.7491,-84.3902,Fulton
2018,Atlanta,Georgia,1963,33.7491,-84.3902,Fulton
2019,Atlanta,Georgia,,33.7491,-84.3902,Fulton
2020,Atlabta,Georgia,1975,33.7489954,-84.3879824,Fulton
2021,Albany,Georgia,2007,31.5782,-84.1557,Dougherty
2022,Albany,Georgia,2001,31.5782,-84.1557,Dougherty
2023,Albany,Georgia,1995,31.5782,-84.1557,Dougherty
2024,Albany,Georgia,1975,31.5782,-84.1557,Dougherty
2025,Winter Park,Florida,2008,28.5978,-81.351,Orange
2026,Winter Haven,Florida,1978,28.0222,-81.7329,Polk
2027,West Palm Beach,Florida,1996,26.7153,-80.0534,Palm Beach
2028,Weirsdale,Florida,1982,28.9819,-81.9242,Marion
2029,Vero Beach,Florida,1997,27.6387,-80.3975,Indian River
2030,Tampa,Florida,2016,27.9478,-82.4584,Hillsborough
2031,Tampa,Florida,2015,27.9478,-82.4584,Hillsborough
2032,Tampa,Florida,2007,27.9478,-82.4584,Hillsborough
2033,Tampa,Florida,1999,27.9478,-82.4584,Hillsborough
2034,Tampa,Florida,1969,27.9478,-82.4584,Hillsborough
2035,Stuart,Florida,1972,27.198,-80.2519,Martin
2036,St. Petersburg,Florida,2009,27.77,-82.65,Pinellas
2037,Sarasota,Florida,1981,27.3364,-82.5307,Sarasota
2038,Sarasota,Florida,,27.3364,-82.5307,Sarasota
2039,Sanford,Florida,1982,28.8117,-81.268,Seminole
2040,Riviera Beach,Florida,2010,26.7753,-80.0581,Palm Beach
2041,Riviera Beach,Florida,1988,26.7753,-80.0581,Palm Beach
2042,Pensacola,Florida,2003,30.4213,-87.2169,Escambia
2043,Pensacola,Florida,1990,30.4213,-87.2169,Escambia
2044,Pensacola,Florida,1985,30.4213,-87.2169,Escambia
2045,Panama City,Florida,1980,30.1601,-85.6546,Bay
2046,Pahokee,Florida,2011,26.8201,-80.6653,Palm Beach
2047,Orlando,Florida,2000,28.5421,-81.379,Orange
2048,Orlando,Florida,1976,28.5421,-81.379,Orange
2049,Ocala,Florida,1993,29.1872,-82.1401,Marion
2050,Ocala,Florida,1991,29.1872,-82.1401,Marion
2051,Ocala,Florida,1982,29.1872,-82.1401,Marion
2052,Ocala,Florida,,29.1872,-82.1401,Marion
2053,Monticello,Florida,1979,30.5452,-83.8702,Jefferson
2054,Monticello,Florida,,30.5452,-83.8702,Jefferson
2055,Milton,Florida,2006,30.6324,-87.0397,Santa Rosa
2056,Milton,Florida,1989,30.6324,-87.0397,Santa Rosa
2057,Milton,Florida,,30.6324,-87.0397,Santa Rosa
2058,Miami,Florida,2017,25.7743,-80.1937,Miami-Dade
2059,Miami,Florida,2005,25.7743,-80.1937,Miami-Dade
2060,Miami,Florida,2004,25.7743,-80.1937,Miami-Dade
2061,Miami,Florida,2000,25.7743,-80.1937,Miami-Dade
2062,Miami,Florida,1994,25.7743,-80.1937,Miami-Dade
2063,Miami,Florida,1993,25.7743,-80.1937,Miami-Dade
2064,Miami,Florida,1990,25.7743,-80.1937,Miami-Dade
2065,Miami,Florida,1969,25.7743,-80.1937,Miami-Dade
2066,Miami,Florida,1968,25.7743,-80.1937,Miami-Dade
2067,Melbourne,Florida,1989,28.0836,-80.6081,Brevard
2068,Lauderdale Lakes,Florida,2012,26.1667,-80.2086,Broward
2069,Lakeland,Florida,2008,28.0395,-81.9498,Polk
2070,Lakeland,Florida,1984,28.0395,-81.9498,Polk
2071,Lake Wales,Florida,2003,27.9014,-81.5859,Polk
2072,Lake Wales,Florida,1994,27.9014,-81.5859,Polk
2073,Key West,Florida,,24.5626,-81.7724,Monroe
2074,Jasper,Florida,2004,30.5183,-82.9482,Hamilton
2075,Jacksonville,Florida,1998,30.3322,-81.6557,Duval
2076,Jacksonville,Florida,1996,30.3322,-81.6557,Duval
2077,Jacksonville,Florida,1994,30.3322,-81.6557,Duval
2078,Jacksonville,Florida,1991,30.3322,-81.6557,Duval
2079,Jacksonville,Florida,1988,30.3322,-81.6557,Duval
2080,Jacksonville,Florida,1987,30.3322,-81.6557,Duval
2081,Jacksonville,Florida,1975,30.3322,-81.6557,Duval
2082,Jacksonville,Florida,1964,30.3322,-81.6557,Duval
2083,Jacksonville,Florida,,30.3322,-81.6557,Duval
2084,Hollywood,Florida,2004,26.0112,-80.1495,Broward
2085,Hollywood,Florida,1982,26.0112,-80.1495,Broward
2086,Haines City,Florida,1976,28.1066,-81.6291,Polk
2087,Gainesville,Florida,2006,29.6519,-82.3248,Alachua
2088,Gainesville,Florida,1989,29.6519,-82.3248,Alachua
2089,Ft. Lauderdale,Florida,2001,26.1223,-80.1434,Broward
2090,Fort Walton,Florida,1990,30.4200708,-86.6170308,Okaloosa
2091,Fort Pierce,Florida,2011,27.4467,-80.3256,St. Lucie
2092,Fort Myers,Florida,1967,26.6406,-81.8723,Lee
2093,Fort Lauderdale,Florida,2008,26.1223,-80.1434,Broward
2094,Fort Lauderdale,Florida,,26.1223,-80.1434,Broward
2095,Eustis,Florida,2007,28.8528,-81.6854,Lake
2096,Daytona Beach,Florida,2001,29.2108,-81.0228,Volusia
2097,Daytona Beach,Florida,1999,29.2108,-81.0228,Volusia
2098,Daytona Beach,Florida,1990,29.2108,-81.0228,Volusia
2099,Daytona,Florida,2005,29.2108147,-81.0228331,Volusia
2100,Coral Gables,Florida,1992,25.7215,-80.2684,Miami-Dade
2101,Coral Gables,Florida,1979,25.7215,-80.2684,Miami-Dade
2102,Cocoa,Florida,2000,28.3861,-80.742,Brevard
2103,Clearwater,Florida,2017,27.9659,-82.8001,Pinellas
2104,Clearwater,Florida,1986,27.9659,-82.8001,Pinellas
2105,Chipley,Florida,,30.7819,-85.5385,Washington
2106,Casselberry,Florida,2014,28.6715,-81.3382,Seminole
2107,Casselberry,Florida,2012,28.6715,-81.3382,Seminole
2108,Cape Coral,Florida,1987,26.6059,-81.9807,Lee
2109,Brandon,Florida,1991,27.9378,-82.2859,Hillsborough
2110,Bradenton,Florida,1995,27.4989,-82.5748,Manatee
2111,Boynton Beach,Florida,1985,26.5253,-80.0664,Palm Beach
2112,Belle Glade,Florida,1966,26.6845,-80.6676,Palm Beach
2113,Bartow,Florida,2004,27.8964,-81.8431,Polk
2114,Bartow,Florida,1998,27.8964,-81.8431,Polk
2115,Washington,District of Columbia,2017,38.895,-77.0366,District of Columbia
2116,Washington,District of Columbia,2013,38.895,-77.0366,District of Columbia
2117,Washington,District of Columbia,2011,38.895,-77.0366,District of Columbia
2118,Washington,District of Columbia,2010,38.895,-77.0366,District of Columbia
2119,Washington,District of Columbia,2008,38.895,-77.0366,District of Columbia
2120,Washington,District of Columbia,2006,38.895,-77.0366,District of Columbia
2121,Washington,District of Columbia,2005,38.895,-77.0366,District of Columbia
2122,Washington,District of Columbia,2003,38.895,-77.0366,District of Columbia
2123,Washington,District of Columbia,1997,38.895,-77.0366,District of Columbia
2124,Washington,District of Columbia,1996,38.895,-77.0366,District of Columbia
2125,Washington,District of Columbia,1995,38.895,-77.0366,District of Columbia
2126,Washington,District of Columbia,1992,38.895,-77.0366,District of Columbia
2127,Washington,District of Columbia,1990,38.895,-77.0366,District of Columbia
2128,Washington,District of Columbia,1989,38.895,-77.0366,District of Columbia
2129,Washington,District of Columbia,1987,38.895,-77.0366,District of Columbia
2130,Washington,District of Columbia,1986,38.895,-77.0366,District of Columbia
2131,Washington,District of Columbia,1985,38.895,-77.0366,District of Columbia
2132,Washington,District of Columbia,1984,38.895,-77.0366,District of Columbia
2133,Washington,District of Columbia,1981,38.895,-77.0366,District of Columbia
2134,Washington,District of Columbia,1978,38.895,-77.0366,District of Columbia
2135,Washington,District of Columbia,1975,38.895,-77.0366,District of Columbia
2136,Washington,District of Columbia,1974,38.895,-77.0366,District of Columbia
2137,Washington,District of Columbia,1972,38.895,-77.0366,District of Columbia
2138,Washington,District of Columbia,1971,38.895,-77.0366,District of Columbia
2139,Washington,District of Columbia,1970,38.895,-77.0366,District of Columbia
2140,Washington,District of Columbia,1968,38.895,-77.0366,District of Columbia
2141,Washington,District of Columbia,1967,38.895,-77.0366,District of Columbia
2142,Washington,District of Columbia,1966,38.895,-77.0366,District of Columbia
2143,Washington,District of Columbia,1964,38.895,-77.0366,District of Columbia
2144,Washington,District of Columbia,1963,38.895,-77.0366,District of Columbia
2145,Washington,District of Columbia,,38.895,-77.0366,District of Columbia
2146,Wilmington,Delaware,2006,39.7459,-75.5466,New Castle
2147,Wilmington,Delaware,1997,39.7459,-75.5466,New Castle
2148,Wilmington,Delaware,1985,39.7459,-75.5466,New Castle
2149,Wilmington,Delaware,,39.7459,-75.5466,New Castle
2150,Dover,Delaware,1988,39.1582,-75.5244,Kent
2151,Waterbury,Connecticut,2006,41.5582,-73.0515,New Haven
2152,Norwalk,Connecticut,,41.1176,-73.4079,Fairfield
2153,New London,Connecticut,2017,41.3557,-72.0995,New London
2154,New Haven,Connecticut,1994,41.3082,-72.9251,New Haven
2155,New Haven,Connecticut,1992,41.3082,-72.9251,New Haven
2156,New Haven,Connecticut,1986,41.3082,-72.9251,New Haven
2157,New Haven,Connecticut,1980,41.3082,-72.9251,New Haven
2158,New Haven,Connecticut,1974,41.3082,-72.9251,New Haven
2159,New Haven,Connecticut,1958,41.3082,-72.9251,New Haven
2160,New Haven,Connecticut,,41.3082,-72.9251,New Haven
2161,New Canaan,Connecticut,1983,41.1468,-73.4948,Fairfield
2162,New Britain,Connecticut,1999,41.6612,-72.7795,Hartford
2163,Monroe,Connecticut,1981,41.3326,-73.2073,Fairfield
2164,Middletown,Connecticut,1983,41.5623,-72.6506,Middlesex
2165,Meriden,Connecticut,1985,41.5382,-72.807,New Haven
2166,Litchfield,Connecticut,1985,41.7473,-73.1887,Litchfield
2167,Hartford,Connecticut,2017,41.7635,-72.6831,Hartford
2168,Hartford,Connecticut,2002,41.7635,-72.6831,Hartford
2169,Hartford,Connecticut,1998,41.7635,-72.6831,Hartford
2170,Hartford,Connecticut,1997,41.7635,-72.6831,Hartford
2171,Hartford,Connecticut,1986,41.7635,-72.6831,Hartford
2172,Hartford,Connecticut,1984,41.7635,-72.6831,Hartford
2173,Hartford,Connecticut,1981,41.7635,-72.6831,Hartford
2174,Hartford,Connecticut,1973,41.7635,-72.6831,Hartford
2175,Hartford,Connecticut,1962,41.7635,-72.6831,Hartford
2176,Bristol,Connecticut,1984,41.6736,-72.9464,Hartford
2177,Bridgeport,Connecticut,1989,41.167,-73.2048,Fairfield
2178,Bridgeport,Connecticut,1984,41.167,-73.2048,Fairfield
2179,Bridgeport,Connecticut,1983,41.167,-73.2048,Fairfield
2180,Bridgeport,Connecticut,1976,41.167,-73.2048,Fairfield
2181,Bridgeport,Connecticut,,41.167,-73.2048,Fairfield
2182,Steamboat Springs,Colorado,1947,40.4848,-106.8317,Routt
2183,Durango,Colorado,1995,37.2754,-107.8799,La Plata
2184,Denver,Colorado,2008,39.7348,-104.9653,Denver
2185,Denver,Colorado,2004,39.7348,-104.9653,Denver
2186,Denver,Colorado,2000,39.7348,-104.9653,Denver
2187,Denver,Colorado,1998,39.7348,-104.9653,Denver
2188,Denver,Colorado,1995,39.7348,-104.9653,Denver
2189,Denver,Colorado,1973,39.7348,-104.9653,Denver
2190,Denver,Colorado,1957,39.7348,-104.9653,Denver
2191,Cortez,Colorado,1983,37.3494,-108.5872,Montezuma
2192,Colorado Springs,Colorado,1986,38.834,-104.8253,El Paso
2193,Colorado Springs,Colorado,,38.834,-104.8253,El Paso
2194,Boulder,Colorado,1987,40.015,-105.2705,Boulder
2195,Boulder,Colorado,1978,40.015,-105.2705,Boulder
2196,Aurora,Colorado,2001,39.7294,-104.8319,Arapahoe
2197,Westminster,California,1983,33.7578,-117.9859,Orange
2198,West Covina,California,2017,34.0686,-117.939,Los Angeles
2199,West Covina,California,2006,34.0686,-117.939,Los Angeles
2200,West Covina,California,1980,34.0686,-117.939,Los Angeles
2201,Watsonville,California,1956,36.9093,-121.7529,Santa Cruz
2202,Walnut Creek,California,2001,37.9063,-122.065,Contra Costa
2203,Walnut Creek,California,1990,37.9063,-122.065,Contra Costa
2204,Visalia,California,2013,36.3302,-119.2921,Tulare
2205,Ventura,California,2015,34.2783,-119.2932,Ventura
2206,Ventura,California,2007,34.2783,-119.2932,Ventura
2207,Upland,California,2004,34.0975,-117.6484,San Bernardino
2208,Tulare,California,1980,36.2077,-119.3473,Tulare
2209,Torrance,California,1988,33.8358,-118.3406,Los Angeles
2210,Torrance,California,1986,33.8358,-118.3406,Los Angeles
2211,Torrance,California,1973,33.8358,-118.3406,Los Angeles
2212,Tarzana,California,2008,34.1728,-118.5534,Los Angeles
2213,Stockton,California,1993,37.9577,-121.2908,San Joaquin
2214,Stockton,California,1973,37.9577,-121.2908,San Joaquin
2215,South Gate,California,1981,33.9463,-118.201,Los Angeles
2216,Santa Monica,California,2013,34.0196,-118.487,Los Angeles
2217,Santa Monica,California,2009,34.0196,-118.487,Los Angeles
2218,Santa Monica,California,1992,34.0196,-118.487,Los Angeles
2219,Santa Maria,California,1963,34.9531,-120.4359,Santa Barbara
2220,Santa Cruz,California,2000,36.9746,-122.0294,Santa Cruz
2221,Santa Cruz,California,1992,36.9746,-122.0294,Santa Cruz
2222,Santa Barbara,California,1976,34.4098,-119.697,Santa Barbara
2223,San Pedro,California,1983,33.7359,-118.2923,Los Angeles
2224,San Pedro,California,1976,33.7359,-118.2923,Los Angeles
2225,San Pedro,California,,33.7359,-118.2923,Los Angeles
2226,San Mateo,California,1986,37.5446,-122.3091,San Mateo
2227,San Mateo,California,1976,37.5446,-122.3091,San Mateo
2228,San Mateo,California,1954,37.5446,-122.3091,San Mateo
2229,San Luis Obispo,California,1970,35.2828,-120.6596,San Luis Obispo
2230,San Leandro,California,2006,37.7249,-122.1561,Alameda
2231,San Jose,California,2015,37.2751,-121.8261,Santa Clara
2232,San Jose,California,2014,37.2751,-121.8261,Santa Clara
2233,San Jose,California,1993,37.2751,-121.8261,Santa Clara
2234,San Jose,California,1983,37.2751,-121.8261,Santa Clara
2235,San Jose,California,1979,37.2751,-121.8261,Santa Clara
2236,San Jose,California,1978,37.2751,-121.8261,Santa Clara
2237,San Gabriel,California,1961,34.0991,-118.1086,Los Angeles
2238,San Francisco,California,2002,37.7648,-122.463,San Francisco
2239,San Francisco,California,1995,37.7648,-122.463,San Francisco
2240,San Francisco,California,1992,37.7648,-122.463,San Francisco
2241,San Francisco,California,1991,37.7648,-122.463,San Francisco
2242,San Francisco,California,1989,37.7648,-122.463,San Francisco
2243,San Francisco,California,1988,37.7648,-122.463,San Francisco
2244,San Francisco,California,1979,37.7648,-122.463,San Francisco
2245,San Francisco,California,1975,37.7648,-122.463,San Francisco
2246,San Francisco,California,1970,37.7648,-122.463,San Francisco
2247,San Francisco,California,1966,37.7648,-122.463,San Francisco
2248,San Francisco,California,1958,37.7648,-122.463,San Francisco
2249,San Francisco,California,1956,37.7648,-122.463,San Francisco
2250,San Francisco,California,1951,37.7648,-122.463,San Francisco
2251,San Francisco,California,1949,37.7648,-122.463,San Francisco
2252,San Francisco,California,1948,37.7648,-122.463,San Francisco
2253,San Francisco,California,1947,37.7648,-122.463,San Francisco
2254,San Diego,California,2016,32.7174,-117.1628,San Diego
2255,San Diego,California,2014,32.7174,-117.1628,San Diego
2256,San Diego,California,2012,32.7174,-117.1628,San Diego
2257,San Diego,California,2008,32.7174,-117.1628,San Diego
2258,San Diego,California,2004,32.7174,-117.1628,San Diego
2259,San Diego,California,1991,32.7174,-117.1628,San Diego
2260,San Diego,California,1990,32.7174,-117.1628,San Diego
2261,San Diego,California,1983,32.7174,-117.1628,San Diego
2262,San Diego,California,1979,32.7174,-117.1628,San Diego
2263,San Diego,California,1976,32.7174,-117.1628,San Diego
2264,San Bernardino,California,1998,34.1083,-117.2898,San Bernardino
2265,San Bernardino,California,1997,34.1083,-117.2898,San Bernardino
2266,San Bernardino,California,1994,34.1083,-117.2898,San Bernardino
2267,San Bernardino,California,1979,34.1083,-117.2898,San Bernardino
2268,Salida,California,1973,37.7058,-121.0849,Stanislaus
2269,Sacramento,California,2017,38.4732,-121.2981,Sacramento
2270,Sacramento,California,2009,38.4732,-121.2981,Sacramento
2271,Sacramento,California,2002,38.4732,-121.2981,Sacramento
2272,Sacramento,California,1986,38.4732,-121.2981,Sacramento
2273,Sacramento,California,1983,38.4732,-121.2981,Sacramento
2274,Sacramento,California,1972,38.4732,-121.2981,Sacramento
2275,Sacramento,California,1969,38.4732,-121.2981,Sacramento
2276,Sacramento,California,1952,38.4732,-121.2981,Sacramento
2277,Rosemead,California,1989,34.0676,-118.088,Los Angeles
2278,Riverside,California,2014,33.9534,-117.3962,Riverside
2279,Riverside,California,2012,33.9534,-117.3962,Riverside
2280,Riverside,California,1999,33.9534,-117.3962,Riverside
2281,Riverside,California,1998,33.9534,-117.3962,Riverside
2282,Riverside,California,1997,33.9534,-117.3962,Riverside
2283,Riverside,California,1994,33.9534,-117.3962,Riverside
2284,Riverside,California,1972,33.9534,-117.3962,Riverside
2285,Riverside,California,1971,33.9534,-117.3962,Riverside
2286,Riverside,California,1968,33.9534,-117.3962,Riverside
2287,Riverside,California,,33.9534,-117.3962,Riverside
