,Birth City,Birth State,Year Start,Latitude (generated),Longitude (generated)
725,Raleigh,North Carolina,1985.0,35.7804,-78.6391
726,Raleigh,North Carolina,1972.0,35.7804,-78.6391
727,Raeford,North Carolina,2010.0,34.981,-79.2242
728,Raeford,North Carolina,1971.0,34.981,-79.2242
729,Pleasant Grove,North Carolina,2010.0,36.1920811,-79.3266864
730,Newton Grove,North Carolina,1994.0,35.2454,-78.3544
731,New Bern,North Carolina,,35.1085,-77.0441
732,Murfreesboro,North Carolina,1995.0,36.4424,-77.0986
733,Lowlands,North Carolina,1947.0,35.2990556,-76.5643719
734,Lincolnton,North Carolina,1972.0,35.4737,-81.2545
735,Lexington,North Carolina,1981.0,35.824,-80.2534
736,Lenoir County,North Carolina,1984.0,35.2326725,-77.6077865
737,Kinston,North Carolina,2017.0,35.2627,-77.5816
738,Kinston,North Carolina,1996.0,35.2627,-77.5816
739,Kinston,North Carolina,1991.0,35.2627,-77.5816
740,Kinston,North Carolina,1989.0,35.2627,-77.5816
741,Kinston,North Carolina,1978.0,35.2627,-77.5816
742,King,North Carolina,1982.0,36.2807,-80.3592
743,Kelford,North Carolina,2013.0,36.1796,-77.2236
744,Jonesville,North Carolina,1956.0,36.2393,-80.8445
745,Hoke,North Carolina,1974.0,35.0432488,-79.24511489999999
746,Hickory,North Carolina,1987.0,35.7332,-81.3412
747,Hickory,North Carolina,1966.0,35.7332,-81.3412
748,Henderson,North Carolina,1988.0,36.3296,-78.3992
749,Halifax,North Carolina,1990.0,36.3285,-77.5894
750,Greensboro,North Carolina,2013.0,36.0726,-79.792
751,Greensboro,North Carolina,2002.0,36.0726,-79.792
752,Greensboro,North Carolina,1981.0,36.0726,-79.792
753,Greensboro,North Carolina,1967.0,36.0726,-79.792
754,Greensboro,North Carolina,,36.0726,-79.792
755,Goldsboro,North Carolina,1980.0,35.3849,-77.9928
756,Golden Valley,North Carolina,1947.0,35.5678038,-81.7568253
757,Gibson,North Carolina,1975.0,34.759,-79.6106
758,Gastonia,North Carolina,2011.0,35.2621,-81.1873
759,Gastonia,North Carolina,1995.0,35.2621,-81.1873
760,Gastonia,North Carolina,1983.0,35.2621,-81.1873
761,Gastonia,North Carolina,1980.0,35.2621,-81.1873
762,Gastonia,North Carolina,,35.2621,-81.1873
763,Franklinton,North Carolina,1973.0,36.1018,-78.4581
764,Elm City,North Carolina,1995.0,35.8065,-77.8633
765,East Spencer,North Carolina,1998.0,35.6817,-80.4325
766,Durham,North Carolina,2007.0,35.994,-78.8986
767,Durham,North Carolina,1994.0,35.994,-78.8986
768,Durham,North Carolina,1977.0,35.994,-78.8986
769,Durham,North Carolina,1968.0,35.994,-78.8986
770,Durham,North Carolina,,35.994,-78.8986
771,Crossnore,North Carolina,1975.0,36.0218,-81.9296
772,Cordova,North Carolina,1964.0,34.9129318,-79.82200259999999
773,Charlotte,North Carolina,2017.0,35.2271,-80.8431
774,Charlotte,North Carolina,2014.0,35.2271,-80.8431
775,Charlotte,North Carolina,2011.0,35.2271,-80.8431
776,Charlotte,North Carolina,2009.0,35.2271,-80.8431
777,Charlotte,North Carolina,1998.0,35.2271,-80.8431
778,Charlotte,North Carolina,1997.0,35.2271,-80.8431
779,Charlotte,North Carolina,1996.0,35.2271,-80.8431
780,Charlotte,North Carolina,1990.0,35.2271,-80.8431
781,Charlotte,North Carolina,1988.0,35.2271,-80.8431
782,Charlotte,North Carolina,1975.0,35.2271,-80.8431
783,Charlotte,North Carolina,1972.0,35.2271,-80.8431
784,Chapel Hill,North Carolina,1983.0,35.9132,-79.0558
785,Burlington,North Carolina,1979.0,36.0957,-79.4378
786,Burlington,North Carolina,1966.0,36.0957,-79.4378
787,Black Mountain,North Carolina,1987.0,35.6179,-82.3212
788,Aurora,North Carolina,1991.0,35.3054,-76.7887
789,Asheville,North Carolina,2006.0,35.6009,-82.554
790,Yonkers,New York,2015.0,40.9312,-73.8987
791,Yonkers,New York,1980.0,40.9312,-73.8987
792,White Plains,New York,2006.0,41.034,-73.7629
793,Westbury,New York,1975.0,40.7557,-73.5876
794,Waterloo,New York,1985.0,42.9048,-76.8627
795,Valhalla,New York,1978.0,41.0748,-73.7751
796,Uniondale,New York,1947.0,40.7004,-73.5929
797,Syracuse,New York,2011.0,43.0481,-76.1474
798,Syracuse,New York,2006.0,43.0481,-76.1474
799,Syracuse,New York,1998.0,43.0481,-76.1474
800,Syracuse,New York,1982.0,43.0481,-76.1474
801,Syracuse,New York,1979.0,43.0481,-76.1474
802,Sunnyside,New York,1993.0,40.7478,-73.9183
803,Staten Island,New York,2007.0,40.6428,-74.0749
804,Southhampton,New York,1982.0,40.884267,-72.3895296
805,Southampton,New York,1975.0,40.8843,-72.3895
806,Schenectady,New York,1965.0,42.8142,-73.9396
807,Scarsdale,New York,1985.0,40.9691,-73.7635
808,Roosevelt,New York,,40.6787,-73.589
809,Rome,New York,,43.2128,-75.4557
810,Rockville Centre,New York,1988.0,40.6587,-73.6412
811,Rockville Centre,New York,1973.0,40.6587,-73.6412
812,Rockaway,New York,1975.0,40.592658,-73.7977928
813,Rochester,New York,2001.0,43.1573,-77.6152
814,Rochester,New York,1997.0,43.1573,-77.6152
815,Rochester,New York,1990.0,43.1573,-77.6152
816,Rochester,New York,1989.0,43.1573,-77.6152
817,Rochester,New York,1988.0,43.1573,-77.6152
818,Rochester,New York,1987.0,43.1573,-77.6152
819,Rochester,New York,1983.0,43.1573,-77.6152
820,Rochester,New York,1962.0,43.1573,-77.6152
821,Rochester,New York,1956.0,43.1573,-77.6152
822,Rochester,New York,,43.1573,-77.6152
823,Queens Village,New York,1991.0,40.7268,-73.7415
824,Queens,New York,2014.0,40.7282239,-73.7948516
825,Queens,New York,2013.0,40.7282239,-73.7948516
826,Queens,New York,2011.0,40.7282239,-73.7948516
827,Queens,New York,2009.0,40.7282239,-73.7948516
828,Queens,New York,2006.0,40.7282239,-73.7948516
829,Queens,New York,2002.0,40.7282239,-73.7948516
830,Queens,New York,2001.0,40.7282239,-73.7948516
831,Queens,New York,1995.0,40.7282239,-73.7948516
832,Queens,New York,1992.0,40.7282239,-73.7948516
833,Queens,New York,1988.0,40.7282239,-73.7948516
834,Queens,New York,1953.0,40.7282239,-73.7948516
835,Queens,New York,,40.7282239,-73.7948516
836,Peekskill,New York,2007.0,41.2898,-73.9205
837,Ogdensburg,New York,1985.0,44.6942,-75.4863
838,Niagara Falls,New York,2010.0,43.1031,-79.0303
839,Niagara Falls,New York,1950.0,43.1031,-79.0303
840,New York City,New York,1954.0,40.7648,-73.9808
841,New York,New York,2015.0,40.7648,-73.9808
842,New York,New York,2008.0,40.7648,-73.9808
843,New York,New York,2006.0,40.7648,-73.9808
844,New York,New York,2004.0,40.7648,-73.9808
845,New York,New York,2003.0,40.7648,-73.9808
846,New York,New York,2002.0,40.7648,-73.9808
847,New York,New York,2000.0,40.7648,-73.9808
848,New York,New York,1998.0,40.7648,-73.9808
849,New York,New York,1997.0,40.7648,-73.9808
850,New York,New York,1994.0,40.7648,-73.9808
851,New York,New York,1993.0,40.7648,-73.9808
852,New York,New York,1991.0,40.7648,-73.9808
853,New York,New York,1990.0,40.7648,-73.9808
854,New York,New York,1989.0,40.7648,-73.9808
855,New York,New York,1988.0,40.7648,-73.9808
856,New York,New York,1987.0,40.7648,-73.9808
857,New York,New York,1985.0,40.7648,-73.9808
858,New York,New York,1984.0,40.7648,-73.9808
859,New York,New York,1982.0,40.7648,-73.9808
860,New York,New York,1981.0,40.7648,-73.9808
861,New York,New York,1980.0,40.7648,-73.9808
862,New York,New York,1978.0,40.7648,-73.9808
863,New York,New York,1976.0,40.7648,-73.9808
864,New York,New York,1975.0,40.7648,-73.9808
865,New York,New York,1974.0,40.7648,-73.9808
866,New York,New York,1973.0,40.7648,-73.9808
867,New York,New York,1972.0,40.7648,-73.9808
868,New York,New York,1971.0,40.7648,-73.9808
869,New York,New York,1970.0,40.7648,-73.9808
870,New York,New York,1969.0,40.7648,-73.9808
871,New York,New York,1967.0,40.7648,-73.9808
872,New York,New York,1964.0,40.7648,-73.9808
873,New York,New York,1962.0,40.7648,-73.9808
874,New York,New York,1959.0,40.7648,-73.9808
875,New York,New York,1958.0,40.7648,-73.9808
876,New York,New York,1957.0,40.7648,-73.9808
877,New York,New York,1956.0,40.7648,-73.9808
878,New York,New York,1954.0,40.7648,-73.9808
879,New York,New York,1949.0,40.7648,-73.9808
880,New York,New York,1948.0,40.7648,-73.9808
881,New York,New York,,40.7648,-73.9808
882,New Rochelle,New York,1956.0,40.9115,-73.7826
883,Mount Vernon,New York,2013.0,40.9126,-73.8371
884,Mount Vernon,New York,1984.0,40.9126,-73.8371
885,Mount Vernon,New York,1978.0,40.9126,-73.8371
886,Mount Vernon,New York,1977.0,40.9126,-73.8371
887,Mount Vernon,New York,1976.0,40.9126,-73.8371
888,Mount Vernon,New York,1975.0,40.9126,-73.8371
889,Mount Vernon,New York,,40.9126,-73.8371
890,Mount Kisco,New York,1995.0,41.2043,-73.7271
891,Monroe,New York,2017.0,41.3306,-74.1868
892,Minoa,New York,1955.0,43.0762,-76.0008
893,Middletown,New York,2015.0,41.4459,-74.4229
894,Long Island City,New York,1977.0,40.7455,-73.9485
895,Long Island City,New York,1963.0,40.7455,-73.9485
896,Long Island City,New York,1957.0,40.7455,-73.9485
897,Long Island City,New York,,40.7455,-73.9485
898,Long Island,New York,1989.0,40.789142,-73.13496099999999
899,Long Island,New York,1950.0,40.789142,-73.13496099999999
900,Lockwood,New York,2012.0,42.0912,-76.5499
901,Liberty,New York,1987.0,41.8012,-74.7465
902,Jamaica,New York,2010.0,40.6915,-73.8057
903,Jamaica,New York,2000.0,40.6915,-73.8057
904,Jamaica,New York,1987.0,40.6915,-73.8057
905,Jamaica,New York,1983.0,40.6915,-73.8057
906,Ithaca,New York,1991.0,42.4396,-76.4968
907,Huntington Station,New York,1993.0,40.8534,-73.4115
908,Huntington,New York,,40.8682,-73.4257
909,Hicksville,New York,1977.0,40.7684,-73.5251
910,Hempstead,New York,1996.0,40.7063,-73.6187
911,Harlem,New York,2005.0,40.8115504,-73.9464769
912,Harlem,New York,2002.0,40.8115504,-73.9464769
913,Glens Falls,New York,2012.0,43.3097,-73.6441
914,Flushing,New York,2013.0,40.7654,-73.8174
915,Flushing,New York,1972.0,40.7654,-73.8174
916,Floral Park,New York,2001.0,40.7237,-73.7049
917,Far Rockaway,New York,1963.0,40.59,-73.8
918,Far Rockaway,New York,,40.59,-73.8
919,Elmira,New York,1976.0,42.0898,-76.8077
920,Elmhurst,New York,1954.0,40.7366,-73.8784
921,Dobbs Ferry,New York,2001.0,41.0145,-73.8726
922,Cortlandt Manor,New York,2000.0,41.31,-73.88
923,Copaigue,New York,2002.0,40.6814892,-73.3998445
924,Copaigue,New York,1989.0,40.6814892,-73.3998445
925,Carmel,New York,2014.0,41.4266,-73.6788
926,Buffalo,New York,2011.0,42.9333,-78.877
927,Buffalo,New York,2009.0,42.9333,-78.877
928,Buffalo,New York,2006.0,42.9333,-78.877
929,Buffalo,New York,2004.0,42.9333,-78.877
930,Buffalo,New York,1995.0,42.9333,-78.877
931,Buffalo,New York,1983.0,42.9333,-78.877
932,Buffalo,New York,1968.0,42.9333,-78.877
933,Buffalo,New York,,42.9333,-78.877
934,Brooklyn,New York,2017.0,40.6922,-73.9902
935,Brooklyn,New York,2012.0,40.6922,-73.9902
936,Brooklyn,New York,2011.0,40.6922,-73.9902
937,Brooklyn,New York,2010.0,40.6922,-73.9902
938,Brooklyn,New York,2007.0,40.6922,-73.9902
939,Brooklyn,New York,2006.0,40.6922,-73.9902
940,Brooklyn,New York,2005.0,40.6922,-73.9902
941,Brooklyn,New York,2004.0,40.6922,-73.9902
942,Brooklyn,New York,2002.0,40.6922,-73.9902
943,Brooklyn,New York,2000.0,40.6922,-73.9902
944,Brooklyn,New York,1998.0,40.6922,-73.9902
945,Brooklyn,New York,1997.0,40.6922,-73.9902
946,Brooklyn,New York,1994.0,40.6922,-73.9902
947,Brooklyn,New York,1993.0,40.6922,-73.9902
948,Brooklyn,New York,1991.0,40.6922,-73.9902
949,Brooklyn,New York,1990.0,40.6922,-73.9902
950,Brooklyn,New York,1988.0,40.6922,-73.9902
951,Brooklyn,New York,1987.0,40.6922,-73.9902
952,Brooklyn,New York,1986.0,40.6922,-73.9902
953,Brooklyn,New York,1985.0,40.6922,-73.9902
954,Brooklyn,New York,1982.0,40.6922,-73.9902
955,Brooklyn,New York,1981.0,40.6922,-73.9902
956,Brooklyn,New York,1980.0,40.6922,-73.9902
957,Brooklyn,New York,1978.0,40.6922,-73.9902
958,Brooklyn,New York,1977.0,40.6922,-73.9902
959,Brooklyn,New York,1976.0,40.6922,-73.9902
960,Brooklyn,New York,1975.0,40.6922,-73.9902
961,Brooklyn,New York,1973.0,40.6922,-73.9902
962,Brooklyn,New York,1972.0,40.6922,-73.9902
963,Brooklyn,New York,1970.0,40.6922,-73.9902
964,Brooklyn,New York,1969.0,40.6922,-73.9902
965,Brooklyn,New York,1968.0,40.6922,-73.9902
966,Brooklyn,New York,1967.0,40.6922,-73.9902
967,Brooklyn,New York,1963.0,40.6922,-73.9902
968,Brooklyn,New York,1960.0,40.6922,-73.9902
969,Brooklyn,New York,1959.0,40.6922,-73.9902
970,Brooklyn,New York,1958.0,40.6922,-73.9902
971,Brooklyn,New York,1953.0,40.6922,-73.9902
972,Brooklyn,New York,1950.0,40.6922,-73.9902
973,Brooklyn,New York,1949.0,40.6922,-73.9902
974,Brooklyn,New York,1948.0,40.6922,-73.9902
975,Brooklyn,New York,1947.0,40.6922,-73.9902
976,Brooklyn,New York,,40.6922,-73.9902
977,Brookhaven,New York,1986.0,40.7793,-72.9154
978,Bronx,New York,2016.0,40.8262,-73.9231
979,Bronx,New York,2007.0,40.8262,-73.9231
980,Bronx,New York,2005.0,40.8262,-73.9231
981,Bronx,New York,2002.0,40.8262,-73.9231
982,Bronx,New York,1999.0,40.8262,-73.9231
983,Bronx,New York,1997.0,40.8262,-73.9231
984,Bronx,New York,1996.0,40.8262,-73.9231
985,Bronx,New York,1995.0,40.8262,-73.9231
986,Bronx,New York,1993.0,40.8262,-73.9231
987,Bronx,New York,1992.0,40.8262,-73.9231
988,Bronx,New York,1991.0,40.8262,-73.9231
989,Bronx,New York,1990.0,40.8262,-73.9231
990,Bronx,New York,1987.0,40.8262,-73.9231
991,Bronx,New York,1986.0,40.8262,-73.9231
992,Bronx,New York,1981.0,40.8262,-73.9231
993,Bronx,New York,1978.0,40.8262,-73.9231
994,Bronx,New York,1976.0,40.8262,-73.9231
995,Bronx,New York,1972.0,40.8262,-73.9231
996,Bronx,New York,1956.0,40.8262,-73.9231
997,Bronx,New York,,40.8262,-73.9231
998,Bellport,New York,1972.0,40.757,-72.9393
999,Bayville,New York,1985.0,40.9107,-73.5621
1000,Bayshore,New York,1982.0,40.7251,-73.2454
1001,Astoria,New York,1965.0,40.75,-73.94
1002,Astoria,New York,1958.0,40.75,-73.94
1003,Angola,New York,1993.0,42.6384,-79.0278
1004,Albany,New York,2005.0,42.6512,-73.755
1005,Silver City,New Mexico,1976.0,32.7725,-108.2794
1006,Los Alamos,New Mexico,2015.0,35.8585,-106.3172
1007,Hobbs,New Mexico,2011.0,32.7026,-103.13600000000001
1008,Hobbs,New Mexico,1963.0,32.7026,-103.13600000000001
1009,Clovis,New Mexico,1993.0,34.4055,-103.2051
1010,Alamogordo,New Mexico,2010.0,32.8998,-105.9603
1011,Woodbury,New Jersey,1961.0,39.8382,-75.1527
1012,Willingboro,New Jersey,2002.0,40.0279,-74.8691
1013,Union City,New Jersey,1967.0,40.7795,-74.0238
1014,Union City,New Jersey,1955.0,40.7795,-74.0238
1015,Union City,New Jersey,1950.0,40.7795,-74.0238
1016,Union City,New Jersey,,40.7795,-74.0238
1017,Trenton,New Jersey,2017.0,40.2171,-74.7429
1018,Trenton,New Jersey,1997.0,40.2171,-74.7429
1019,Trenton,New Jersey,1990.0,40.2171,-74.7429
1020,Trenton,New Jersey,1984.0,40.2171,-74.7429
1021,Trenton,New Jersey,1980.0,40.2171,-74.7429
1022,Trenton,New Jersey,1955.0,40.2171,-74.7429
1023,Trenton,New Jersey,,40.2171,-74.7429
1024,Toms River,New Jersey,1993.0,39.9537,-74.19800000000001
1025,Teaneck,New Jersey,2008.0,40.8976,-74.016
1026,Teaneck,New Jersey,2004.0,40.8976,-74.016
1027,Teaneck,New Jersey,1985.0,40.8976,-74.016
1028,Teaneck,New Jersey,1947.0,40.8976,-74.016
1029,Somerville,New Jersey,1992.0,40.5743,-74.6099
1030,Riverside,New Jersey,1968.0,40.0323,-74.9574
1031,River Edge,New Jersey,1971.0,40.9287,-74.0399
1032,Plainsboro,New Jersey,2006.0,40.3334,-74.6004
1033,Plainfield,New Jersey,2010.0,40.6337,-74.4074
1034,Pitman,New Jersey,2002.0,39.7329,-75.1316
1035,Perth Amboy,New Jersey,1981.0,40.5068,-74.2654
1036,Perth Amboy,New Jersey,1973.0,40.5068,-74.2654
1037,Paterson,New Jersey,2008.0,40.9168,-74.1718
1038,Paterson,New Jersey,1998.0,40.9168,-74.1718
1039,Paterson,New Jersey,1997.0,40.9168,-74.1718
1040,Orange,New Jersey,2013.0,40.77,-74.23
1041,Orange,New Jersey,1999.0,40.77,-74.23
1042,Orange,New Jersey,1993.0,40.77,-74.23
1043,Newark,New Jersey,2012.0,40.7357,-74.1724
1044,Newark,New Jersey,2007.0,40.7357,-74.1724
1045,Newark,New Jersey,2000.0,40.7357,-74.1724
1046,Newark,New Jersey,1996.0,40.7357,-74.1724
1047,Newark,New Jersey,1991.0,40.7357,-74.1724
1048,Newark,New Jersey,1988.0,40.7357,-74.1724
1049,Newark,New Jersey,1987.0,40.7357,-74.1724
1050,Newark,New Jersey,1978.0,40.7357,-74.1724
1051,Newark,New Jersey,1972.0,40.7357,-74.1724
1052,Newark,New Jersey,1962.0,40.7357,-74.1724
1053,Newark,New Jersey,1961.0,40.7357,-74.1724
1054,Newark,New Jersey,1956.0,40.7357,-74.1724
1055,Newark,New Jersey,1947.0,40.7357,-74.1724
1056,Newark,New Jersey,,40.7357,-74.1724
1057,New Jersey,New Jersey,1947.0,40.0583238,-74.4056612
1058,New Brunswick,New Jersey,1977.0,40.4862,-74.4518
1059,New Brunswick,New Jersey,1975.0,40.4862,-74.4518
1060,New Brunswick,New Jersey,1949.0,40.4862,-74.4518
1061,Neptune,New Jersey,1988.0,40.224000000000004,-74.0478
1062,Neptune,New Jersey,1968.0,40.224000000000004,-74.0478
1063,Morristown,New Jersey,2002.0,40.797,-74.48100000000001
1064,Morristown,New Jersey,1990.0,40.797,-74.48100000000001
1065,Long Branch,New Jersey,2012.0,40.3043,-73.9924
1066,Livingston,New Jersey,1998.0,40.7959,-74.3149
1067,Livingston,New Jersey,,40.7959,-74.3149
1068,Linwood,New Jersey,2012.0,39.3398,-74.5751
1069,Kearney,New Jersey,1949.0,40.7684342,-74.1454214
1070,Jersey City,New Jersey,1999.0,40.7282,-74.0776
1071,Jersey City,New Jersey,1998.0,40.7282,-74.0776
1072,Jersey City,New Jersey,1994.0,40.7282,-74.0776
1073,Jersey City,New Jersey,1989.0,40.7282,-74.0776
1074,Jersey City,New Jersey,1987.0,40.7282,-74.0776
1075,Jersey City,New Jersey,1981.0,40.7282,-74.0776
1076,Jersey City,New Jersey,1980.0,40.7282,-74.0776
1077,Jersey City,New Jersey,1965.0,40.7282,-74.0776
1078,Jersey City,New Jersey,1962.0,40.7282,-74.0776
1079,Jersey City,New Jersey,1951.0,40.7282,-74.0776
1080,Irvington,New Jersey,2016.0,40.7323,-74.2349
1081,Hoboken,New Jersey,2013.0,40.7433,-74.0324
1082,Hoboken,New Jersey,1951.0,40.7433,-74.0324
1083,Glen Ridge,New Jersey,1989.0,40.8054,-74.2038
1084,Glen Ridge,New Jersey,1982.0,40.8054,-74.2038
1085,Freehold,New Jersey,1989.0,40.25,-74.3
1086,Fanwood,New Jersey,2011.0,40.6409,-74.3835
1087,Englewood,New Jersey,1976.0,40.8929,-73.9726
1088,Elizabeth,New Jersey,2005.0,40.664,-74.2107
1089,Elizabeth,New Jersey,1992.0,40.664,-74.2107
1090,Elizabeth,New Jersey,1982.0,40.664,-74.2107
1091,Elizabeth,New Jersey,,40.664,-74.2107
1092,Edison,New Jersey,2016.0,40.5187,-74.4121
1093,East Orange,New Jersey,1996.0,40.7673,-74.2049
1094,East Orange,New Jersey,1980.0,40.7673,-74.2049
1095,Cherry Hill,New Jersey,1999.0,39.9348,-75.0307
1096,Camden,New Jersey,1988.0,39.9448,-75.1199
1097,Camden,New Jersey,1987.0,39.9448,-75.1199
1098,Camden,New Jersey,1974.0,39.9448,-75.1199
1099,Belle Mead,New Jersey,2017.0,40.4675835,-74.6628114
1100,Atlantic City,New Jersey,1996.0,39.3643,-74.4229
1101,Atlantic City,New Jersey,1973.0,39.3643,-74.4229
1102,Concord,New Hampshire,2005.0,43.2071,-71.53699999999999
1103,Las Vegas,Nevada,2017.0,36.1663,-115.1492
1104,Las Vegas,Nevada,2012.0,36.1663,-115.1492
1105,Las Vegas,Nevada,2004.0,36.1663,-115.1492
1106,Las Vegas,Nevada,1999.0,36.1663,-115.1492
1107,Las Vegas,Nevada,1992.0,36.1663,-115.1492
1108,Omaha,Nebraska,1998.0,41.2587,-95.9379
1109,Omaha,Nebraska,1994.0,41.2587,-95.9379
1110,Omaha,Nebraska,1988.0,41.2587,-95.9379
1111,Omaha,Nebraska,1961.0,41.2587,-95.9379
1112,Lincoln,Nebraska,1996.0,40.8001,-96.6674
1113,Lincoln,Nebraska,1992.0,40.8001,-96.6674
1114,Lincoln,Nebraska,1986.0,40.8001,-96.6674
1115,Grand Island,Nebraska,1990.0,40.9243,-98.3387
1116,Grand Island,Nebraska,1976.0,40.9243,-98.3387
1117,Bushnell,Nebraska,1947.0,41.1941,-103.9197
1118,Missoula,Montana,1987.0,46.8701,-113.9953
1119,Miles City,Montana,1950.0,46.4085,-105.84100000000001
1120,Miles City,Montana,,46.4085,-105.84100000000001
1121,Libby,Montana,1994.0,48.3883,-115.556
1122,Great Falls,Montana,2008.0,47.5049,-111.2919
1123,Glendive,Montana,2007.0,47.1053,-104.7125
1124,Deer Lodge,Montana,,46.3958,-112.73
1125,Billings,Montana,1980.0,45.7875,-108.4961
1126,Billings,Montana,1976.0,45.7875,-108.4961
1127,Webster Groves,Missouri,1958.0,38.5925,-90.3573
1128,St. Louis,Missouri,2017.0,38.63,-90.19
1129,St. Louis,Missouri,2014.0,38.63,-90.19
1130,St. Louis,Missouri,2013.0,38.63,-90.19
1131,St. Louis,Missouri,2008.0,38.63,-90.19
1132,St. Louis,Missouri,2002.0,38.63,-90.19
1133,St. Louis,Missouri,1999.0,38.63,-90.19
1134,St. Louis,Missouri,1996.0,38.63,-90.19
1135,St. Louis,Missouri,1991.0,38.63,-90.19
1136,St. Louis,Missouri,1984.0,38.63,-90.19
1137,St. Louis,Missouri,1983.0,38.63,-90.19
1138,St. Louis,Missouri,1977.0,38.63,-90.19
1139,St. Louis,Missouri,1970.0,38.63,-90.19
1140,St. Louis,Missouri,1969.0,38.63,-90.19
1141,St. Louis,Missouri,1968.0,38.63,-90.19
1142,St. Louis,Missouri,1962.0,38.63,-90.19
1143,St. Louis,Missouri,1960.0,38.63,-90.19
1144,St. Louis,Missouri,,38.63,-90.19
1145,St. Charles,Missouri,2012.0,38.79,-90.5
1146,Springfield,Missouri,2009.0,37.2153,-93.2983
1147,Sedalia,Missouri,1995.0,38.7045,-93.2283
1148,Sedalia,Missouri,1979.0,38.7045,-93.2283
1149,Poplar Bluff,Missouri,2013.0,36.757,-90.3929
1150,Poplar Bluff,Missouri,2010.0,36.757,-90.3929
1151,Mexico,Missouri,1999.0,39.1698,-91.8829
1152,Leonard,Missouri,1957.0,39.8951,-92.1816
1153,Kirksville,Missouri,1978.0,40.1948,-92.5832
1154,Kansas City,Missouri,2009.0,39.0845,-94.56299999999999
1155,Kansas City,Missouri,2003.0,39.0845,-94.56299999999999
1156,Kansas City,Missouri,2000.0,39.0845,-94.56299999999999
1157,Kansas City,Missouri,1993.0,39.0845,-94.56299999999999
1158,Kansas City,Missouri,1986.0,39.0845,-94.56299999999999
1159,Kansas City,Missouri,1975.0,39.0845,-94.56299999999999
1160,Ironton,Missouri,1996.0,37.5973,-90.6273
1161,Independence,Missouri,1957.0,39.0911,-94.4155
1162,Grandview,Missouri,2012.0,38.8858,-94.53299999999999
1163,East St. Louis,Missouri,2004.0,38.624514,-90.1506465
1164,Crystal City,Missouri,,38.2212,-90.37899999999999
1165,Columbia,Missouri,2012.0,38.9519,-92.3337
1166,Charlestown,Missouri,1949.0,36.9208854,-89.35063099999999
1167,Yazoo City,Mississippi,1975.0,32.8551,-90.4056
1168,Yazoo City,Mississippi,1962.0,32.8551,-90.4056
1169,Vicksburg,Mississippi,1986.0,32.3528,-90.8777
1170,Utica,Mississippi,1994.0,32.1096,-90.6234
1171,Utica,Mississippi,1978.0,32.1096,-90.6234
1172,Utica,Mississippi,,32.1096,-90.6234
1173,Thornton,Mississippi,1969.0,33.07929410000001,-90.32258809999999
1174,Summit,Mississippi,1968.0,31.2838,-90.4684
1175,Starkville,Mississippi,2004.0,33.4504,-88.8184
1176,Silver City,Mississippi,,33.0965,-90.4968
1177,Rosedale,Mississippi,1972.0,33.8534,-91.0279
1178,Rolling Fork,Mississippi,1981.0,32.9065,-90.8782
1179,Rolling Fork,Mississippi,,32.9065,-90.8782
1180,Rolling Ford,Mississippi,1974.0,32.9065168,-90.87815669999999
1181,Quitman,Mississippi,1996.0,32.0401,-88.7281
1182,Picayune,Mississippi,2000.0,30.5255,-89.6795
1183,Pearl,Mississippi,1998.0,32.2746,-90.132
1184,Pascagoula,Mississippi,1996.0,30.3647,-88.5586
1185,Pascagoula,Mississippi,1994.0,30.3647,-88.5586
1186,Pascagoula,Mississippi,1993.0,30.3647,-88.5586
1187,New Albany,Mississippi,1981.0,34.4943,-89.0078
1188,New Albany,Mississippi,1973.0,34.4943,-89.0078
1189,Natchez,Mississippi,1967.0,31.5604,-91.4032
1190,Monticello,Mississippi,2005.0,31.5537,-90.1073
1191,Meridian,Mississippi,2015.0,32.3643,-88.7037
1192,Meridian,Mississippi,1990.0,32.3643,-88.7037
1193,Meridian,Mississippi,1988.0,32.3643,-88.7037
1194,Meridian,Mississippi,1965.0,32.3643,-88.7037
1195,McComb,Mississippi,2005.0,31.2438,-90.4532
1196,McComb,Mississippi,1974.0,31.2438,-90.4532
1197,Madison County,Mississippi,1981.0,32.6729459,-90.0373201
1198,Macon,Mississippi,1977.0,33.1054,-88.5609
1199,Macon,Mississippi,1976.0,33.1054,-88.5609
1200,Laurel,Mississippi,1990.0,31.6941,-89.1306
1201,Jackson,Mississippi,2009.0,32.299,-90.1848
1202,Jackson,Mississippi,2006.0,32.299,-90.1848
1203,Jackson,Mississippi,2005.0,32.299,-90.1848
1204,Jackson,Mississippi,2004.0,32.299,-90.1848
1205,Jackson,Mississippi,2002.0,32.299,-90.1848
1206,Jackson,Mississippi,1997.0,32.299,-90.1848
1207,Jackson,Mississippi,1993.0,32.299,-90.1848
1208,Jackson,Mississippi,1985.0,32.299,-90.1848
1209,Jackson,Mississippi,1983.0,32.299,-90.1848
1210,Jackson,Mississippi,1980.0,32.299,-90.1848
1211,Jackson,Mississippi,1976.0,32.299,-90.1848
1212,Jackson,Mississippi,1975.0,32.299,-90.1848
1213,Jackson,Mississippi,1971.0,32.299,-90.1848
1214,Jackson,Mississippi,,32.299,-90.1848
1215,Indianaola,Mississippi,1971.0,33.4509513,-90.6550917
1216,Houston,Mississippi,1986.0,33.8984,-88.9992
